,Source,Expected,Predicted
48,"'Anna, I must warn you,' said he.","— Anna, devo metterti in guardia — egli disse.","— Anna , bisogna — disse ."
49,"Believe in heaven. Hope to meet again there.""",Credete nel cielo e sperate che là saremo riuniti.,"— Grazie a Dio , a ogni cosa di ."
50,"""My little friend!"" said he, ""I wish I were in a quiet island with only you; and trouble, and danger, and hideous recollections removed from me.""","— Mia piccola amica, — disse, — vorrei esser solo con voi in un'isola molto tranquilla, ove non fossero né turbamenti, né pericoli, né odiosi ricordi.","— La mia amica , — disse , — che ho fatto una grande grande , vi ho bisogno di una specie di vita , e vi di ."
51,"As soon as the footman, who had brought in the tea, had left the room, Karenin rose and went to the writing-table.","Non appena il cameriere, portato il tè, uscì dalla stanza, Aleksej Aleksandrovic si alzò e andò allo scrittoio.","Appena il cameriere , il tè , aveva fatto il tè , Aleksej Aleksandrovic si alzò e si alzò per andare a letto ."
52,"There were half a pork pie and a bit of cold boiled bacon left, and we put them in.","V’era un mezzo pasticcio di maiale e un pezzo di prosciutto cotto avanzato, e mettemmo anche quelli.","Vi erano un e un po ’ di carta , ci il vento e ci ."
53,"It was absolutely necessary for me to see you,' she said; and at sight of the serious and severe expression of her mouth under her veil his mood changed at once.","Mi era indispensabile vederti — ella disse, e la piega seria e severa delle labbra ch’egli scorse di sotto al velo mutò di colpo la sua disposizione d’animo.","Era necessario che vi di vederti — disse , e , in un sorriso di espressione , di lei si sentì il suo sguardo , di nuovo in silenzio ."
54,'Surely not now!' she said.,— Non ora però — ella disse.,— Non solo — disse lei .
55,"'I often think men don't understand honour, though they are always talking about it,' said Anna, without answering his question. 'I have long wanted to tell you,' she added, and, moving a few steps to a side table on which lay some albums, she sat down.","— Io penso molto spesso che gli uomini non capiscono quello che è ignobile, anche parlandone continuamente — disse Anna senza rispondergli. — Ve lo volevo dire da tempo — aggiunse, e, fatti alcuni passi, sedette a una tavola in angolo, sulla quale erano degli album.","— Io penso che non posso capire , benché non si , se ne sono sempre colpevole — disse Anna , senza rispondere alla domanda . — Ho detto che ho detto , e , dopo aver fatto un ’ altra parte , si avvicinò a un ’ altra tavola , si avvicinò a un ’ altra tavola , si avvicinò a lei ."
56,"'Forgive me for coming, but I could not let the day pass without seeing you,' he continued in French. In Russian the word you sounded cold and it was dangerous to say thou, she always spoke French to her.","— Perdonatemi se son venuto, ma non potevo far passare un altro giorno senza vedervi — continuò in quel francese che usava sempre per evitare il voi russo freddo fino all’impossibile fra di loro e il tu troppo pericoloso.","— Perdonatemi , ma non potevo , non potevo neppure il giorno , ma , in francese , in francese , si è stata un ' occhiata d ' aver detto : “ , , , sempre la sua ."
57,"'Please, please don't let us talk about it!' said he, sitting down again, conscious as he did so that a hope which he had thought dead and buried was waking and stirring within him.","— Vi prego, vi prego, non parliamo di questo — egli disse, sedendosi e sentendo nello stesso tempo che nel suo cuore si sollevava e s’agitava una speranza che gli era parsa sepolta.","— , non vi prego , non ci — disse , sedendosi di nuovo a un tratto , di cui egli aveva fatto un momento di speranza e di ."
58,"She consoled her mistress, assuring her that everything would 'shape itself (this phrase was her own, and Matthew had learnt it from her), and she went to work deliberately and without excitement.","Costei calmava la signora, la rassicurava che tutto si “sarebbe appianato” (era questo il suo intercalare e da lei l’aveva preso Matvej), ed ella stessa, senza affrettarsi e senza agitarsi, operava.","Si mise la moglie , la sua che tutto questo era la sua risposta ( e Matvej , la disse che era venuta a , e si avvicinò a lui ."
59,"A club was soon established beneath the laburnums, consisting of Matrena Filimonovna, the steward's wife, the village elder, and the office clerk; and by means of this club the troubles began gradually to subside, so that in a week's time everything had really 'shaped itself.'","Ben presto, lì, sotto le acacie, si venne a formare il circolo formato dalla moglie dell’amministratore, dallo starosta e dall’impiegato d’ufficio; cominciarono ad appianarsi a poco a poco tutte le difficoltà della vita: dopo una settimana, infatti, realmente tutto s’era “appianato”.","Il club era dal quale si era messo a Mosca , aveva sentito la moglie di Matrëna Filimonovna , la famiglia e il di un ’ altra parte , e il di questo , per questo , si era stato fatto a un tempo di , che tutto era stato fatto ."
60,I declared I could not change: you tell me to my face I shall change soon.,"Vi dichiaro che non potrò mai cambiare, e voi mi dite in faccia che cambierò presto.",Non potevo dire che mi .
61,CHAPTER IV,IV,IV
62,I've found it myself now.,L’ho trovata da me.,Io ho fatto ora che mi .
63,"'The danger in military, that is, cavalry, steeplechases is an unavoidable element of the racing.","— Il pericolo nelle corse dell’arma di cavalleria, è un rischio che non si può eliminare in ogni corsa.","— Il più militare , che è , , l ’ dei cavalli ."
64,"I reflected that I had every other known malady in the pharmacology, and I grew less selfish, and determined to do without housemaid's knee.","Pensai che avevo tutte le malattie note in farmacologia, e divenni meno egoista, e risolsi di fare a meno del ginocchio della lavandaia.","Mi parve che quel momento mi aveva fatto ogni altra parte , e non mi né né una donna , e mi senza la chiusa ."
65,"What an appetite I get in the country, wonderful!","Che appetito m’è venuto in campagna, un prodigio!","Che a casa , in campagna , !"
66,"Good evening!""",Buona sera!,Buona sera !
67,"The Countess went to Serezha's part of the house and there, watering the frightened boy's cheeks with her tears, told him that his father was a saint and that his mother was dead.","La contessa Lidija Ivanovna stette una mezz’ora da Serëza e là, bagnando di lacrime le guance del ragazzo spaurito, gli disse che suo padre era un santo e che sua madre era morta.","La contessa Nordston andò a Serëza e dove , nel , le si della sua mente , le di lei , le disse che il padre era stato fatto una madre ."
68,"'No, no,' said Anna, turning away and looking out of the open window.","— Sì, sì — disse Anna, voltandosi a guardare dalla finestra aperta. — Ma io non ne ho colpa.","— No , no — disse Anna , guardando la finestra , guardando la finestra ."
69,"""I believe you must, Jane. I am sorry, Janet, but I believe indeed you must.""","— Credo di sì, Jane; ne sono dolente, ma lo credo necessario.","— Credo che vi , Jane , e che vi , ma vi che vi ."
70,"As he did not know this, and was not inspired directly by life but indirectly by life already embodied in art, he found inspiration very readily and easily, and equally readily and easily produced paintings very similar to the school of art he wished to imitate.","Poiché non sapeva questo e non traeva ispirazione direttamente dalla vita, ma mediamente, dalla vita già incarnata nell’arte, egli si ispirava molto alla svelta, e con facilità otteneva che quanto dipingeva fosse molto simile a quel tal genere che voleva imitare.","E che non sapeva che questo non era stata una vita da una vita , ma in un ’ azienda , aveva già fatto un ’ arte , che aveva fatto un uomo , si era e si a i ricordi di matrimonio ."
71,It looked so simple in the abstract.,La cosa sembrava così semplice in astratto.,"Era così semplice , così ."
72,"I am entirely in your hands... but allow me to remain here, please!... However, I am in your hands.","Io sono in vostro potere, ma permettetemi di stare qui... del resto, io sono a vostra disposizione.","Io sono sempre in te , ma , a te , ti prego , non ti prego , sono le mani di voi ."
73,"'Well, I should like to be a little larger, sir, if you wouldn't mind,' said Alice: 'three inches is such a wretched height to be.'","— Veramente vorrei essere un pochino più grandetta, se non ti dispiacesse, — rispose Alice, — una statura di otto centimetri è troppo meschina!","— Ebbene , se ne un po ' di buona , signore , se non vi , — disse Alice . — Non vi è un d ' un ."
74,When Vasily came up Levin told him to take the cart and horse on to the border.,"Quando Vasilij si avvicinò, Levin gli ordinò di portare il cavallo sulla proda.","Quando Vasilij si avvicinò a Levin , gli disse che il cavallo era e il cavallo gli avevano fatto il cavallo ."
75,"As, however, he kept on thinking how silly it was he found nothing to speak about and remained silent.","Ma poiché pensava di continuo come fosse sciocco tutto ciò, non trovava neppure un argomento di conversazione e taceva.","E , invece , egli si sentiva come si fosse colpevole di non aver nulla di parlare e si fermò ."
76,That will be all right.',Si fa così.,Ecco tutto questo .
77,"""I judged by your countenance, sir, which was troubled when you said the suggestion had returned upon you. I feel sure it will work you more misery if you listen to it.""","— L'ho giudicato dal vostro aspetto, che era turbato nel momento che dicevate che vi tornava lo stesso pensiero, e son convinta che se agite secondo il vostro desiderio, sarete anche più infelice.","— Vi ho detto che vi , signore , che non vi avete detto che la signora Fairfax non vi era più nulla di più che vi ."
78,"Everybody laughed at Koznyshev's 'pills,' and Turovtsyn, who had at last heard the something funny for which he had been waiting as he listened to the conversation, laughed particularly loudly and merrily.","Le pillole di Sergej Ivanovic provocarono il riso di tutti, e specialmente di Tuškevic che, ascoltando la conversazione, aveva atteso che arrivasse il momento spiritoso.","Tutti si alzò gli occhi del « — e Sergej Ivanovic , che aveva sentito qualcosa di strano , che aveva sentito qualcosa di strano , si era messo a parlare di Vasen ’ ka , si mise a ridere ."
79,Here he is.',Ecco anche lui.,"Ecco , è vero ."
80,Where is it?',Dov’è?”.,Dove c ’ è ?
81,"He has been in love with her so long, and I am very sorry for him.'",È innamorato da tanto tempo e mi fa tanta pena.,È stato in lei con lei e io sono molto felice di lui .
82,"And thus I have given the first part of a life of fortune and adventure—a life of Providence’s chequer-work, and of a variety which the world will seldom be able to show the like of; beginning foolishly, but closing much more happily than any part of it ever gave me leave so much as to hope for.","Così terminava la prima parte di una vita tutta di strane venture, di una vita che parve un giuoco di scacchi della Providenza, di una vita sparsa di tal varietà, che il mondo ben rare volte potrà additare la sua compagna, di una vita cominciata mattamente, ma condotta a termine con maggiore felicità di quanta mai ogn’incidente di essa mi avesse dato luogo a sperare.","E allora , per la prima volta , la vita della vita , la vita di una vita , di una vita di , di cui si la terra , la di un , ma che , per quanto più presto , si sarebbe stata più stata più presto più presto , mi parve che la morte di quanto mi fosse stata più grande ."
83,And with that answer he left me.,"Dopo queste parole, mi lasciò.",E con me mi disse che mi aveva detto .
84,"When the settled season began to come in, as the thought of my design returned with the fair weather, I was preparing daily for the voyage. And the first thing I did was to lay by a certain quantity of provisions, being the stores for our voyage; and intended in a week or a fortnight’s time to open the dock, and launch out our boat.","Mentre la bella stagione cominciava a mostrarsi e con essa ad ingagliardirsi i divisamenti della mia andata, io ne faceva gli apparecchi ogni giorno; e per prima cosa andava mettendo in disparte una certa quantità di provvigioni che dovevano essere le vettovaglie del nostro viaggio.","Quando il tempo fu andato a bordo del vascello , il mio moschetto , il mio moschetto , il tempo di , e la prima volta che era stato per la prima volta , la prima volta che mi fu di , e la barca fu per la barca ; e la nostra barca fu il tempo di in una barca , che il nostro viaggio , la barca era a bordo , e il nostro viaggio di ."
85,"That made Harris mad, and he produced his map, and explained his theory.","Questo mandò sulle furie Harris, che cavò la carta e spiegò la sua teoria.","Harris si di Harris e si la sua , e si mise a la sua mano ."
86,"I opened the bag and packed the boots in; and then, just as I was going to close it, a horrible idea occurred to me.","Apersi la valigia e vi ficcai le scarpe; e poi, proprio nel momento che stavo per chiuderla, mi lampeggiò in mente un’orribile idea.","il rumore e mi misi in piedi sul petto ; poi mi misi a leggere un tratto , un tratto mi parve di ."
87,"Had I attended to the suggestions of pride and ire, I should immediately have left him; but something worked within me more strongly than those feelings could.","Se avessi ascoltato l'orgoglio e la collera, lo avrei lasciato subito, ma in me vi era qualcosa di più forte che quei sentimenti.","Se avessi avuto il piacere di e l ' amore , mi sarei stata fatta , ma mi sarebbe stata un ' idea di più forte che non poteva ."
88,"'And there is no remedy. For me everything centres in him, and I demand that he should give himself up to me more and more completely.","Io ho tutto in lui solo, e pretendo che egli mi si dia sempre di più. E lui sempre di più vuole allontanarsi da me.","— E non c ’ è nulla di più , per me , per me è tutto quello che mi , e io , per me lo più di più e di più si più di più forte ."
89,But till now he had never had to deal with a lawyer and so had disapproved only in theory; now his disapproval was strengthened by the unpleasant impression he received in the lawyer's waiting-room.,"Ma finora non aveva mai avuto a che fare con essa, perciò la disapprovava solo in teoria; ora invece la sua disapprovazione s’era rafforzata per l’impressione sfavorevole prodottagli dalla sala d’aspetto dell’avvocato.","Ma dopo aver fatto che non aveva mai avuto un avvocato e che non aveva avuto la sua opinione , ora , ora , ora , ora , ora , ora aveva fatto il biglietto di Aleksej Aleksandrovic , aveva fatto il biglietto ."
90,"A shout of laughter greeted his entrance; noisy at first, and terminating in Grace Poole's own goblin ha! ha! _She_ then was there.",Il suo ingresso fu salutato da una risata clamorosa che terminò con lo strano ah! ah! di Grace Poole.,"Un po ' di nuovo il suo libro ; , e poi , , esclamò : — Addio , bella !"
91,"""Did no one go to Thornfield Hall, then?",— Nessuno è andato dunque a Thornfield?,— Non c ' è nessuno di Thornfield ?
92,"""Their father is dead?""",— Il padre è morto?,— Il padre è morto ?
93,"""Far from it, sir. You would, perhaps, think me rude if I inquired in return whether you are a philanthropist?""","— No davvero, signore, ma mi giudicherà forse troppo brusca quando le chiederò se è filantropo.","— Per quanto mi , signore , vi , se mi a dire se vi , se siete stato ?"
